id,text,title,venue,year,doi,authors
10.1109/ccgrid49817.2020.00-83,"Design and Characterization of InfiniBand Hardware Tag Matching in MPI.. Message Passing Interface (MPI) standard uses (source rank, tag, and communicator id) to properly place the incoming data into the application receive buffer. The act of searching through the receive queues and finding the appropriate match is called Tag Matching (TM). In the state-of-the-art MPI libraries, this operation is either being performed by the main thread or a separate communication progress thread. Either way leads to underutilization of the resources and major synchronization overheads leading to less optimal performance. Mellanox ConnectX-5 network architecture has introduced a feature to offload the Tag Matching and communication progress from host to InfiniBand network card. This paper proposes a Hardware Tag Matching aware MPI library and discusses various aspects and challenges of leveraging this feature in MPI library. Moreover, it characterizes hardware Tag Matching using different benchmarks and provides guidelines for the application developers to develop Hardware Tag Matching-aware applications to maximize their usage of this feature. Our proposed designs are able to improve the performance of non-blocking collectives up to 42% on 512 nodes and improve the performance of 3Dstencil application kernel on 7168 processes and Nekbone on 512 processes by a factor 40% and 3.5%, respectively",Design and Characterization of InfiniBand Hardware Tag Matching in MPI.,CCGRID,2020,10.1109/ccgrid49817.2020.00-83,Mohammadreza Bayatpour; S. Mahdieh Ghazimirsaeed; Shulei Xu; Hari Subramoni; Dhabaleswar K. Panda
10.1109/ccgrid49817.2020.00-82,"Characterizing Accuracy-Aware Resilience of GPGPU Applications.. Graphics Processing Units (GPUs) have rapidly evolved to enable energy-efficient data-parallel computing. In addition to achieving exascale performance at a stringent power budget, it is imperative for GPUs to provide reliable computing guarantees to the end user. In current commodity systems, such guarantees are often achieved by incurring high protection cost in terms of performance, power, and hardware resources. However, we argue that these strict guarantees are often not required (and that the associated protected overheads can be significantly reduced) because several GPGPU applications are either fault-tolerant or can accept a quantifiable loss in output quality. To this end, this paper characterizes in a hierarchical manner the accuracy-aware resilience of GPGPU applications consisting of thousands of threads. This characterization study shows that accuracy-aware error resilience exhibits several interesting patterns across threads at different hierarchies (i.e., kernel/thread-block/warp). The insights from this characterization study can be used to reduce the overheads of expensive protection or recovery mechanisms that are typically used by GPUs to ensure application reliability",Characterizing Accuracy-Aware Resilience of GPGPU Applications.,CCGRID,2020,10.1109/ccgrid49817.2020.00-82,Bin Nie; Adwait Jog; Evgenia Smirni
10.1109/ccgrid49817.2020.00-81,"Multi-site Connectivity for Edge Infrastructures : DIMINET: DIstributed Module for Inter-site NETworking.. The deployment of a geo-distributed cloud infrastructure, leveraging for instance Point-of-Presences at the edge of the network, could better fit the requirements of Network Function Virtualization services and Internet of Things applications. The envisioned architecture to operate such a widely distributed infrastructure relies on executing one instance of a Virtual Infrastructure Manager (VIM) per location and implement appropriate code to enable collaborations between them when needed. However, delivering the mechanisms that allow the collaborations is complex and error prone task. This is particularly true for the one in charge of establishing connectivity among VIM instances on-demand. Besides the reconfiguration of the network equipment, the main challenge is to design a mechanism that can offer usual network virtualization operations to the users while dealing with scalability and intermittent network properties of geo-distributed infrastructures.In this paper, we present how such a challenge can be tackled in the context of OpenStack. More precisely, we introduce DIMINET, a DIstributed Module for Inter-site NETworking services capable to interconnect independent networking resources in an automatized and transparent manner. DIMINET relies on a decentralized architecture where each agent communicates with others only if needed. Moreover, there is no global view of all networking resources but each agent is in charge of interconnecting resources that have been created locally. This approach enables us to mitigate management traffic and keep each site operational in case of network partitions. A promising approach to make other cloud-services collaborative on-demand",Multi-site Connectivity for Edge Infrastructures : DIMINET: DIstributed Module for Inter-site NETworking.,CCGRID,2020,10.1109/ccgrid49817.2020.00-81,David Espinel Sarmiento (Orange (France)); Adrien Lèbre (IMT Atlantique; Laboratoire des Sciences du Numérique de Nantes); Lucas Nussbaum (Université de Lorraine; Laboratoire Lorrain de Recherche en Informatique et ses Applications); Abdelhadi Chari (Orange (France))
10.1109/ccgrid49817.2020.00-80,"Multiverse: Dynamic VM Provisioning for Virtualized High Performance Computing Clusters.. Traditionally, HPC workloads have been deployed in bare-metal clusters; but the advances in virtualization have led the pathway for these workloads to be deployed in virtualized clusters. However, HPC cluster administrators/providers still face challenges in terms of resource elasticity and virtual machine (VM) provisioning at large-scale, due to the lack of coordination between a traditional HPC scheduler and the VM hypervisor (resource management layer). This lack of interaction leads to low cluster utilization and job completion throughput. Furthermore, the VM provisioning delays directly impact the overall performance of jobs in the cluster. Hence, there is a need for effectively provisioning virtualized HPC clusters, which can best-utilize the physical hardware with minimal provisioning overheads.Towards this, we propose Multiverse, a VM provisioning framework, which can dynamically spawn VMs for incoming jobs in a virtualized HPC cluster, by integrating the HPC scheduler along with VM resource manager. We have implemented this framework on the Slurm scheduler along with the vSphere VM resource manager. In order to reduce the VM provisioning overheads, we use instant cloning which shares both the disk and memory with the parent VM, when compared to full VM cloning which has to boot-up a new VM from scratch. Measurements with real-world HPC workloads demonstrate that, instant cloning is 2.5× faster than full cloning in terms of VM provisioning time. Further, it improves resource utilization by up to 40%, and cluster throughput by up to 1.5×, when compared to full clone for bursty job arrival scenarios",Multiverse: Dynamic VM Provisioning for Virtualized High Performance Computing Clusters.,CCGRID,2020,10.1109/ccgrid49817.2020.00-80,Jashwant Raj Gunasekaran (Pennsylvania State University); Michael Cui; Prashanth Thinakaran (Pennsylvania State University); Josh Simons; Mahmut Kandemir (Pennsylvania State University); Chita R. Das (Pennsylvania State University)
10.1109/ccgrid49817.2020.00-79,"BBOS: Efficient HPC Storage Management via Burst Buffer Over-Subscription.. To avoid access to PFS, dedicated BB allocation is preferred despite of severe BB underutilization. Recently, new all-flash HPC storage systems with integrated BB and PFS are proposed, which speed up access to PFS. For this reason, we adopt BB over-subscription allocation method by allowing HPC applications to use BB only for I/O phase for improving BB utilization. Unfortunately, BB over-subscription aggravates I/O interference and demotion overhead from BB to PFS, resulting in degraded performance. To minimize the performance degradation, we develop an I/O scheduler to prevent I/O congestion and a new transparent data management system based on checkpoint/restart characteristics of HPC applications. With the proposed approach, not only the BB utilization can be improved, but also high performance of applications is achieved. In our experiments, we find that BB utilization is improved at least 2.2x, and more stable and higher checkpoint performance is guaranteed compared to other approaches. Besides, we achieve up to 96.4% hit ratio of restart requests on BB and up to 3.1x higher restart performance than others",BBOS: Efficient HPC Storage Management via Burst Buffer Over-Subscription.,CCGRID,2020,10.1109/ccgrid49817.2020.00-79,Hanul Sung (Seoul National University); Jiwoo Bang (Seoul National University); Chungyong Kim (Seoul National University); Hyung‐Sin Kim (Seoul National University); Alex Sim (Lawrence Berkeley National Laboratory); Glenn K. Lockwood (Lawrence Berkeley National Laboratory); Hyeonsang Eom (Seoul National University)
10.1109/ccgrid49817.2020.00-78,"Thermo-Mechanical Coupling Induced Performance Degradation in Storage Systems.. This paper explores the coupling between power/thermal aspects of data center and the vibrations caused by chassis/server fans in environments dominated by mechanical disks. We show that the leakage power and cooling fan induced vibrations could substantially degrade the storage system performance which in turn could lead to a poor performance and high energy consumption. We then propose our Environment Aware Data Control (EADC) management policy that utilizes built-in instrumentation telemetry and fan-speed control to minimize overall energy consumption while providing a better overall performance. Based on actual experimentation with storage servers in Oracle labs, we show that the proposed mechanism can reduce the energy consumption by 63% while simultaneously reducing the IO delay by 60% as compared to the baseline system with no vibration aware controls",Thermo-Mechanical Coupling Induced Performance Degradation in Storage Systems.,CCGRID,2020,10.1109/ccgrid49817.2020.00-78,Sanjeev Sondur (Oracle (United States)); Kenneth C. Gross (Oracle (United States)); Krishna Kant (Temple University)
10.1109/ccgrid49817.2020.00-77,"Efficient Metadata Indexing for HPC Storage Systems.. The increase in data generation rate along with the scale of today’s high performance computing (HPC) storage systems make finding and managing files extremely difficult. Efficient file system metadata indexing and querying tools are needed to ease file system management. Current metadata indexing techniques either use spatial trees or an external database to index metadata. Both approaches have their drawbacks which reduce the performance of indexing and querying the metadata on large scale file systems.In this paper, we have developed Brindexer, a metadata indexing and search tool specifically designed for large-scale HPC storage systems. Brindexer is mainly designed for system administrators to help them manage the file system effectively. It uses a leveled partitioning approach to partition the file system namespace, and has an in-tree design to reduce resource utilization from an external database. Brindexer uses RDBMS for efficient querying of the metadata index database, also uses a changelog-based approach to effectively handle real-time metadata changes and re-index the metadata at regular intervals. We implement and evaluate Brindexer on a 4.8 TB Lustre store and show that it improves the indexing and querying performance by 69% and 91% when compared to state-of-the-art metadata indexing tools",Efficient Metadata Indexing for HPC Storage Systems.,CCGRID,2020,10.1109/ccgrid49817.2020.00-77,Arnab K. Paul (Virginia Tech); Brian Wang; Nathan Rutman; Cory Spitz; Ali R. Butt (Virginia Tech)
10.1109/ccgrid49817.2020.00-76,"DeepFreeze: Towards Scalable Asynchronous Checkpointing of Deep Learning Models.. In the age of big data, deep learning has emerged as a powerful tool to extract insight and exploit its value, both in industry and scientific applications. One common pattern emerging in such applications is frequent checkpointing of the state of the learning model during training, needed in a variety of scenarios: analysis of intermediate states to explain features and correlations with training data, exploration strategies involving alternative models that share a common ancestor, knowledge transfer, resilience, etc. However, with increasing size of the learning models and popularity of distributed data-parallel training approaches, simple checkpointing techniques used so far face several limitations: low serialization performance, blocking I/O, stragglers due to the fact that only a single process is involved in checkpointing. This paper proposes a checkpointing technique specifically designed to address the aforementioned limitations, introducing efficient asynchronous techniques to hide the overhead of serialization and I/O, and distribute the load over all participating processes. Experiments with two deep learning applications (CANDLE and ResNet) on a pre-Exascale HPC platform (Theta) shows significant improvement over state-of-art, both in terms of checkpointing duration and runtime overhead",DeepFreeze: Towards Scalable Asynchronous Checkpointing of Deep Learning Models.,CCGRID,2020,10.1109/ccgrid49817.2020.00-76,Bogdan Nicolae; Jiali Li; Justin M. Wozniak; George Bosilca; Matthieu Dorier; Franck Cappello
10.1109/ccgrid49817.2020.00-75,"Pufferscale: Rescaling HPC Data Services for High Energy Physics Applications.. User-space HPC data services are emerging as an appealing alternative to traditional parallel file systems, because of their ability to be tailored to application needs while eliminating unnecessary overheads incurred by POSIX compliance. The High Energy Physics (HEP) community is progressively turning towards such services to enable high-throughput accesses under heavy concurrency to billions of event data produced by instruments and consumed by subsequent analysis workflows. Such services would benefit from the possibility to be rescaled up and down to adapt to changing workloads, as experimental campaigns progress , in order to optimize resource usage. This paper formalizes rescaling a distributed storage system as a multi objective optimization problem considering three criteria: load balance, data balance, and duration of the rescaling operation. We propose a heuristic for rapidly finding a good approximate solution, while allowing users to weight the criteria as needed. The heuristic is evaluated with Pufferscale, a new rescaling manager for microservice-based distributed storage systems. To validate our approach in a real-world ecosystem, we showcase the use of Pufferscale as a means to enable storage malleability in the HEPnOS storage system for HEP applications",Pufferscale: Rescaling HPC Data Services for High Energy Physics Applications.,CCGRID,2020,10.1109/ccgrid49817.2020.00-75,Nathanaël Cheriere; Matthieu Dorier (Argonne National Laboratory); Gabriel Antoniu; Stefan Wild (Argonne National Laboratory); Sven Leyffer (Argonne National Laboratory); Robert Ross (Argonne National Laboratory)
10.1109/ccgrid49817.2020.00-74,"Parallel I/O on Compressed Data Files: Semantics, Algorithms, and Performance Evaluation.. Many scientific applications operate on data sets that span hundreds of Gigabytes or even Terabytes in size. Large data sets often use compression to reduce the size of the files. Yet as of today, parallel I/O libraries do not support reading and writing compressed files, necessitating either expensive sequential compression/decompression operations before/after the simulation, or omitting advanced features of parallel I/O libraries, such as collective I/O operations. This paper introduces parallel I/O on compressed data files, discusses the key challenges, requirements, and solutions for supporting compressed data files in MPI I/O, as well as limitations on some MPI I/O operations when using compressed data files. The paper details handling of individual read and write operations of compressed data files, and presents an extension to the two-phase collective I/O algorithm to support data compression. The paper further presents and evaluates an implementation based on the Snappy compression library and the OMPIO parallel I/O framework. The performance evaluation using multiple data sets demonstrate significant performance benefits when using data compression on a parallel BeeGFS file system","Parallel I/O on Compressed Data Files: Semantics, Algorithms, and Performance Evaluation.",CCGRID,2020,10.1109/ccgrid49817.2020.00-74,Siddhesh Pratap Singh (University of Houston); Edgar Gabriel (University of Houston)
10.1109/ccgrid49817.2020.00-73,"Tracking scientific simulation using online time-series modelling.. The increase in compute power and complexity of supercomputing systems requires the decrease in the feature size and the supply voltage of internal components. Such development makes unintended errors such as soft errors, potentially caused by random bit flips, inevitable because of the huge size of the resources (such as CPU cores and memory). In this paper, we discuss a non-parametric statistical modelling technique to implement a soft error detector. By exploring temporal autocorrelation within key variables of a running scientific simulation, we introduce an automatic anomaly detection technique in which runtime data from a time-step based simulation can be converted into a time series, and a time series modelling technique can be used to identify soft errors at runtime. Experiments with LAMMPS, a high-performance molecular dynamics simulator, and with PLUTO, an open-source astrophysical code, reveal that the time-series based detector is subjected to less than 3% of both false-positive rate and false-negative rate while incurring only 6% performance overheads",Tracking scientific simulation using online time-series modelling.,CCGRID,2020,10.1109/ccgrid49817.2020.00-73,Minh Ngoc Dinh (RMIT Vietnam); Chien Trung Vo (RMIT Vietnam); David Abramson (University of Queensland)
10.1109/ccgrid49817.2020.00-72,"GAN-ASD: Precise Software Aging State Detection for Android System Based on BEGAN Model and State Clustering.. Software applications may become no response or stop running due to performance degradation, system crashes, or program cumulative failures, after long-term execution in Android system. These phenomena have been validated to be common in mobile systems which is caused by software aging. To handle the software aging dilemma, software rejuvenation is an efficient way. In order to make rejuvenation more efficient, identifying the aging state of Android system precisely is the key point. In this paper, we propose a novel Android system aging state detection method based on the Boundary Equilibrium Generative Adversarial Network (BEGAN) and state clustering technology, which is named as GAN-ASD. The method has three phases: Firstly, Interpolation Clipping Processing is used to processes the time series dataset which is constituted by the sample of Android Aging Indicators. Secondly, according to the time series dataset, BEGAN based generation method will fit the user’s usage habits and generate the dataset which has software aging characteristics. At last, we use the generative dataset to train a K-Means clustering model. With the trained model, we can precisely determine whether the current Android system enters into the aging state or remains in the normal state. In order to validate the effectiveness of the GAN-ASD, we use two evaluation criterion in our comparison experiment. One is rejuvenation coefficient (RC) which evaluates the user experience and the other one is rejuvenation frequency (RF) which evaluates the rejuvenation cost. The results show that our method performs better than the fixed-interval rejuvenation and random rejuvenation operations",GAN-ASD: Precise Software Aging State Detection for Android System Based on BEGAN Model and State Clustering.,CCGRID,2020,10.1109/ccgrid49817.2020.00-72,Zeming Hao (Inner Mongolia University); Jing Liu (Inner Mongolia University)
10.1109/ccgrid49817.2020.00-71,"Using Arm Scalable Vector Extension to Optimize OPEN MPI.. As the scale of high-performance computing (HPC) systems continues to grow, increasing levels of parallelism must be implored to achieve optimal performance. Recently, the processors support wide vector extensions, vectorization becomes much more important to exploit the potential peak performance of target architecture. Novel processor architectures, such as the Armv8-A architecture, introduce Scalable Vector Extension (SVE) - an optional separate architectural extension with a new set of A64 instruction encodings, which enables even greater parallelisms.In this paper, we analyze the usage and performance of the SVE instructions in Arm SVE vector Instruction Set Architecture (ISA); and utilize those instructions to improve the memcpy and various local reduction operations. Furthermore, we propose new strategies to improve the performance of MPI operations including datatype packing/unpacking and MPI reduction. With these optimizations, we not only provide a higher-parallelism for a single node, but also achieve a more efficient communication scheme of message exchanging. The resulting efforts have been implemented in the context of OPEN MPI, providing efficient and scalable capabilities of SVE usage and extending the possible implementations of SVE to a more extensive range of programming and execution paradigms. The evaluation of the resulting software stack under different scenarios with both simulator and Fujitsu’s A64FX processor demonstrates that the solution is at the same time generic and efficient",Using Arm Scalable Vector Extension to Optimize OPEN MPI.,CCGRID,2020,10.1109/ccgrid49817.2020.00-71,Dong Zhong (University of Tennessee at Knoxville); Pavel Shamis (American Rock Mechanics Association); Qinglei Cao (University of Tennessee at Knoxville); George Bosilca (University of Tennessee at Knoxville); Shinji Sumimoto (American Rock Mechanics Association); Kiyotaka Miura (Fujitsu (China)); Jack Dongarra (University of Tennessee at Knoxville)
